filename,competitors_new,competitors_ciks_new,competitors_old,competitors_ciks_old
CIK1122411_20F_20030630.txt,,,"Advantest Corporation|Agilent Technologies, Inc.|Credence Systems Corporation|Fujitsu Limited|ISE Labs|Kulicke & Soffa Industries Inc.|LSI Logic Corporation|LTX Corporation|Motorola|Motorola, Inc.|NP Test Inc.|TSMC|Teradyne, Inc.|Tessera Inc.|Universal Scientific",1158838|1090872|893162|39341|-1|56978|-1|-1|68505|68505|-1|1046179|97210|-1|-1
CIK1122411_20F_20040630.txt,,,"ASE Chung Li|ASE Korea|ASE Material|ASE Test|ATI Technologies, Inc.|Advantest Corporation|Agilent Technologies, Inc.|Altera Corporation|Compeq Manufacturing Co. Ltd.|Conexant Systems, Inc.|Credence Systems Corporation|Flip Chip Technologies, L.L.C.|Fujitsu Limited|IBM Corporation|ISE Labs|Koninklijke Philips Electronics N.V.|Kulicke & Soffa Industries Inc.|LSI Logic Corporation|LTX Corporation|Motorola, Inc.|NEC|NP Test Inc.|NVIDIA Corporation|ON Semiconductor Corp.|Qualcomm Incorporated|RF Micro Devices, Inc.|STMicroelectronics N.V.|Silicon Integrated Systems Corp.|Sunplus Technology Co., Ltd.|TSMC|Teradyne, Inc.|Tessera Inc.|Universal Scientific|VIA Technologies, Inc.",-1|-1|-1|1014838|1065331|1158838|1090872|768251|-1|1069353|893162|-1|39341|353524|-1|-1|56978|-1|-1|68505|72127|-1|1045810|1097864|804328|-1|932787|-1|-1|1046179|97210|-1|-1|-1
CIK1122411_20F_20050623.txt,,,"ASE Japan|ASE Korea|ASE Test Malaysia|ATI Technologies, Inc.|Agilent Technologies, Inc.|Altera Corporation|Conexant Systems, Inc.|Credence Systems Corporation|Flip Chip International, L.L.C.|Freescale Semiconductor, Inc.|Fujitsu Limited|IBM Corporation|ISE Labs|Kulicke & Soffa Industries Inc.|LSI Logic Corporation|LTX Corporation|Motorola, Inc.|NEC Electronics Corporation|NVIDIA Corporation|ON Semiconductor Corp.|Philips Semiconductors Inc.|RF Micro Devices, Inc.|STMicroelectronics N.V.|Silicon Integrated Systems Corp.|Sunplus Technology Co., Ltd.|TSMC|Teradyne, Inc.|Tessera Inc.|Universal Scientific|VIA Technologies, Inc.",-1|-1|-1|1065331|1090872|768251|1069353|893162|-1|1272547|39341|353524|-1|56978|-1|-1|68505|-1|1045810|1097864|-1|-1|932787|-1|-1|1046179|97210|-1|-1|-1
CIK1122411_20F_20060619.txt,,,ASE (U.S.) Inc.|Compeq Manufacturing Co. Ltd.|Tessera Inc.,1122411|-1|-1
CIK1122411_20F_20070625.txt,,,NXP Semiconductors|TSMC|Tessera Inc.,1413447|1046179|-1
CIK1122411_20F_20090624.txt,,,TSMC|Tessera Inc.,1046179|-1
CIK1122411_20F_20100611.txt,,,"ATI Technologies, Inc.|Atmel Corporation|Broadcom Corporation|Hon Hai Precision Ind. Co., Ltd|NEC Electronics Corporation|NVIDIA Corporation|NXP Semiconductors",1065331|872448|1730168|-1|-1|1045810|1413447
CIK1122411_20F_20110617.txt,,,"Hon Hai Precision Ind. Co., Ltd",-1
CIK1122411_20F_20120420.txt,,,"Hon Hai Precision Ind. Co., Ltd",-1
CIK1122411_20F_20130424.txt,,,"Hon Hai Precision Ind. Co., Ltd",-1
CIK1122411_20F_20140417.txt,,,"Hon Hai Precision Ind. Co., Ltd",-1
CIK1122411_20F_20150318.txt,,,"Hon Hai Precision Ind. Co., Ltd.|TSMC",-1|1046179
CIK1122411_20F_20160429.txt,,,"Advanced Micro Devices, Inc.|Amkor Technology, Inc.|Avago Technologies Ltd.|Hon Hai Precision Ind. Co., Ltd.|Intel Corporation|Jiangsu Changjiang Electronics Technology Co., Ltd.|MediaTek, Inc.|NXP Semiconductors N.V.|Nantong Fujitsu Microelectronics Co., Ltd.|ON Semiconductor Corporation|STATS ChipPAC Ltd.|Siliconware Precision Industries Co., Ltd.|TDK Corporation|TSMC|Tessera, Inc.|Universal Scientific Industrial Co., Ltd.",2488|1047127|-1|-1|50863|-1|-1|1413447|-1|1097864|1449579|-1|203383|1046179|-1|-1
CIK1122411_20F_20170421.txt,"Jiangsu Changjiang Electronics Technology Co., Ltd.|TSMC",-1|1046179,"Advanced Micro Devices, Inc.|Amkor Technology, Inc.|Avago Technologies Ltd.|Broadcom Corporation|Fairchild Semiconductor International, Inc.|Freescale Semiconductor, Inc.|Hon Hai Precision Ind. Co., Ltd.|Intel Corporation|Jiangsu Changjiang Electronics Technology Co., Ltd.|Kinsus Interconnect Technology Corporation|LG Innotek Co., Ltd.|MediaTek, Inc.|NXP Semiconductors N.V.|Nantong Fujitsu Microelectronics Co., Ltd.|Nanya Printed Circuit Board Corporation|ON Semiconductor Corporation|STATS ChipPAC Ltd.|Siliconware Precision Industries Co., Ltd.|TSMC|Taiwan Semiconductor Manufacturing Company Limited|Unimicron Technology Corp.|Universal Scientific Industrial Co., Ltd.",2488|1047127|-1|1730168|1036960|1272547|-1|50863|-1|-1|-1|-1|1413447|-1|-1|1097864|1449579|-1|1046179|1046179|-1|-1
CIK1122411_20F_20180328.txt,"Jiangsu Changjiang Electronics Technology Co., Ltd.|TSMC",-1|1046179,"Altera Corporation|Amkor Technology, Inc.|Avago Technologies Ltd.|Broadcom Corporation|Fairchild Semiconductor International, Inc.|Freescale Semiconductor, Inc.|Hon Hai Precision Ind. Co., Ltd.|Intel Corporation|Jiangsu Changjiang Electronics Technology Co., Ltd.|MediaTek, Inc.|NXP Semiconductors N.V.|ON Semiconductor Corporation|TSMC",768251|1047127|-1|1730168|1036960|1272547|-1|50863|-1|-1|1413447|1097864|1046179
CIK1122411_20F_20190426.txt,"Jiangsu Changjiang Electronics Technology Co., Ltd.|TSMC",-1|1046179,"ASE Electronics|ASE Shanghai|Altera Corporation|Atmel Corporation|Avago Technologies Ltd.|Bain Capital|Broadcom Corporation|Broadcom Limited|Fairchild Semiconductor International, Inc.|Freescale Semiconductor, Inc.|Hon Hai Precision Ind. Co., Ltd.|Intel Corporation|Jiangsu Changjiang Electronics Technology Co., Ltd.|MediaTek, Inc.|Microchip Technology Inc.|Microsemi Corporation|NXP Semiconductors N.V.|ON Semiconductor Corporation|Qualcomm Incorporated|Toshiba Corporation|Tsinghua Unigroup Ltd.|Universal Scientific Industrial",-1|-1|768251|872448|-1|-1|1730168|1730168|1036960|1272547|-1|50863|-1|-1|827054|310568|1413447|1097864|804328|98573|-1|-1
CIK1122411_20F_20200331.txt,"Jiangsu Changjiang Electronics Technology Co., Ltd.",-1,"Advanced Micro Devices, Inc.|Altera Corporation|Amkor Technology, Inc.|Atmel Corporation|Avago Technologies Ltd.|Bain Capital|Broadcom Corporation|Broadcom Limited|Cypress|Fairchild Semiconductor International, Inc.|Freescale Semiconductor, Inc.|Hon Hai Precision Ind. Co., Ltd.|Infineon|Intel Corporation|J-Devices Corporation|Jiangsu Changjiang Electronics Technology Co., Ltd.|MediaTek, Inc.|Microchip Technology Inc.|Microsemi Corporation|NXP Semiconductors N.V.|Nantong Fujitsu Microelectronics Co., Ltd.|ON Semiconductor Corporation|Qualcomm Incorporated|STATS ChipPAC Ltd.|TSMC|Toshiba Corporation",2488|768251|1047127|872448|-1|-1|1730168|1730168|716054|1036960|1272547|-1|1107457|50863|-1|-1|-1|827054|310568|1413447|-1|1097864|804328|1449579|1046179|98573
CIK1122411_20F_20210406.txt,"Jiangsu Changjiang Electronics Technology Co., Ltd.|TSMC",-1|1046179,"ARM Limited|ASE (U.S.) Inc.|ASE Inc.|ASTEELFLASH TECHNOLOGIE|Advanced Micro Devices, Inc.|Altera Corporation|Amkor Technology, Inc.|Analog Devices, Inc.|Atmel Corporation|Avago Technologies Ltd.|Bain Capital|Broadcom|Broadcom Corporation|Cypress|DECA|Fairchild Semiconductor International, Inc.|Flip Chip International, L.L.C.|Freescale Semiconductor, Inc.|Fujitsu Limited|Hon Hai Precision Ind. Co., Ltd.|Infineon|Infineon Technologies AG|Intel Corporation|J-Devices Corporation|Jiangsu Changjiang Electronics Technology Co., Ltd.|Marvell|Maxim Integrated Products, Inc.|MediaTek, Inc.|Microchip Technology Inc.|Microsemi Corporation|NVIDIA|NXP Semiconductors|NXP Semiconductors N.V.|Nantong Fujitsu Microelectronics Co., Ltd.|ON Semiconductor Corporation|Qualcomm Incorporated|Quantenna|SPIL|STATS ChipPAC Ltd.|Siliconware USA, Inc.|TDK Corporation|TSMC|Tessera|Tianshui Huatian Technology|Toshiba Corporation|Unisem|Universal Scientific Industrial (Shanghai) Co., Ltd.",1057997|1122411|1122411|-1|2488|768251|1047127|6281|872448|-1|-1|1730168|1730168|716054|319693|1036960|-1|1272547|39341|-1|1107457|1107457|50863|-1|-1|1058057|743316|-1|827054|310568|1045810|1413447|1413447|-1|1097864|804328|1370702|1111759|1449579|-1|203383|1046179|-1|-1|98573|-1|-1
CIK1122411_20F_20220329.txt,"Jiangsu Changjiang Electronics Technology Co., Ltd.|TSMC",-1|1046179,"AMD|ARM Limited|Altera Corporation|Analog Devices, Inc.|Atmel Corporation|Avago Technologies Ltd.|Bain Capital|Broadcom Corporation|Cypress|Fairchild Semiconductor International, Inc.|Freescale Semiconductor, Inc.|Hon Hai Precision Ind. Co., Ltd.|Infineon|Intel Corporation|Jiangsu Changjiang Electronics Technology Co., Ltd.|Marvell|Maxim Integrated Products, Inc.|MediaTek, Inc.|Microchip Technology Inc.|Microsemi Corporation|NVIDIA|NXP Semiconductors N.V.|ON Semiconductor Corporation|Qualcomm Incorporated|TSMC|Toshiba Corporation|Xilinx",2488|1057997|768251|6281|872448|-1|-1|1730168|716054|1036960|1272547|-1|1107457|50863|-1|1058057|743316|-1|827054|310568|1045810|1413447|1097864|804328|1046179|98573|743988
CIK1122411_20F_20230410.txt,"Broadcom|Jiangsu Changjiang Electronics Technology Co., Ltd.|TSMC|Tessera",1730168|-1|1046179|-1,"AMD|Amkor|Hon Hai Precision Industry Co., Ltd.|J-Devices|Jiangsu Changjiang Electronics Technology Co., Ltd.|Nantong Fujitsu Microelectronics|STATS ChipPAC|TSMC|Taiwan Semiconductor Manufacturing Company Limited|Tianshui Huatian Technology|Unisem",2488|1047127|-1|-1|-1|-1|1449579|1046179|1046179|-1|-1
CIK1122411_20F_20240403.txt,"Jiangsu Changjiang Electronics Technology Co., Ltd.|TSMC",-1|1046179,"AMD|ARM Limited|Altera Corporation|Amkor|Analog Devices|Atmel Corporation|Avago Technologies|Bain Capital|Beijing Zhiguangxin Holding|Broadcom Corporation|Cypress|Fairchild Semiconductor International|Freescale Semiconductor|Hon Hai Precision Industry Co., Ltd.|Infineon|Intel Corporation|Jiangsu Changjiang Electronics Technology Co., Ltd.|Marvell|Maxim Integrated Products|MediaTek|Microchip Technology|Microsemi Corporation|NVIDIA|NXP Semiconductors|Nantong Fujitsu Microelectronics|ON Semiconductor Corporation|Qualcomm Incorporated|STATS ChipPAC|SoftBank Group|Tianshui Huatian Technology|Toshiba Corporation|Tsinghua Unigroup|Unisem|Xilinx",2488|1057997|768251|1047127|6281|872448|-1|-1|-1|1730168|716054|1036960|1272547|-1|1107457|50863|-1|1058057|743316|-1|827054|310568|1045810|1413447|-1|1097864|804328|1449579|-1|-1|98573|-1|-1|743988
CIK1122411_20F_20250327.txt,"Jiangsu Changjiang Electronics Technology Co., Ltd.|TSMC",-1|1046179,"AMD|ARM Limited|Altera Corporation|Analog Devices|Atmel Corporation|Avago Technologies|Bain Capital|Beijing Zhiguangxin Holding|Broadcom|Broadcom Corporation|Cypress|Fairchild Semiconductor International|Freescale Semiconductor|Hon Hai Precision Industry Co., Ltd.|Infineon|Intel Corporation|Jiangsu Changjiang Electronics Technology Co., Ltd.|Marvell|Maxim Integrated Products|MediaTek|Microchip Technology|Microsemi Corporation|NVIDIA|NXP Semiconductors|ON Semiconductor Corporation|Pensando|Qualcomm Incorporated|TSMC|Toshiba Corporation|Tsinghua Unigroup|VMware|Xilinx",2488|1057997|768251|6281|872448|-1|-1|-1|1730168|1730168|716054|1036960|1272547|-1|1107457|50863|-1|1058057|743316|-1|827054|310568|1045810|1413447|1097864|-1|804328|1046179|98573|-1|-1|743988
CIK1122668_10K_20011221.txt,,,"Agere Systems|Agilent Technologies|Alcatel|Cisco Systems|ExceLight Communications|Finisar|Furukawa|IBM|Infineon Technologies|Infineon Technologies Corporation|JDS Uniphase|Luminent|Methode Electronics, Inc.|Stratos Lightwave|Stratos Lightwave, Inc.|Tyco International",1129446|1090872|-1|858877|-1|1094739|-1|353524|1107457|1107457|-1|1119602|65270|-1|-1|1608109
CIK1122668_10K_20021227.txt,Agilent Technologies|Alcatel|ExceLight Communications|Finisar|Fujitsu|Furukawa|Infineon Technologies|JDS Uniphase|MRV Communications|Molex Fiber Optics|Picolight|Stratos Lightwave,1090872|-1|-1|1094739|39341|-1|1107457|-1|887969|-1|-1|-1,Agilent Technologies|Alcatel|ExceLight Communications|Finisar|Fujitsu|Infineon Technologies|JDS Uniphase|MRV Communications|Molex Fiber Optics|Picolight|Stratos Lightwave,1090872|-1|-1|1094739|39341|1107457|-1|887969|-1|-1|-1
CIK1122668_10K_20031224.txt,"Cielo Communications, Inc.|Gore Photonics",-1|-1,"Agilent Technologies|Cielo Communications, Inc.|ExceLight Communications|Finisar|Fujitsu|Gore Photonics|Infineon Technologies|JDS Uniphase|MRV Communications|OpNext|Picolight|Stratos Lightwave|Stratos Lightwave, Inc.",1090872|-1|-1|1094739|39341|-1|1107457|-1|887969|1157780|-1|-1|-1
CIK1122668_10K_20041229.txt,"BellSouth|Cielo Communications, Inc.|Gore Photonics|SBC|Verizon",732713|-1|-1|812955|71428,"Agilent Technologies|Cielo Communications, Inc.|ExceLight Communications|Finisar|Gore Photonics|Infineon Technologies|JDS Uniphase|MRV Communications|OpNext|Picolight|Stratos Lightwave",1090872|-1|-1|1094739|-1|1107457|-1|887969|1157780|-1|-1
CIK1122668_10K_20051229.txt,BellSouth|SBC|Verizon,732713|812955|71428,Alcatel|Avago Technologies|Cisco Systems|ExceLight Communications|Finisar|JDSU|MRV Communications|OpNext|Picolight|Stratos Lightwave,-1|-1|858877|-1|1094739|-1|887969|1157780|-1|-1
CIK1122668_10K_20061220.txt,Avago Technologies|ExceLight Communications|Fiberxon|Finisar|JDSU|MRV Communications|OpNext|Picolight|Sumitomo Electric,-1|-1|-1|1094739|-1|887969|1157780|-1|-1,Avago Technologies|ExceLight Communications|Fiberxon|Finisar|Fujitsu|JDSU|MRV Communications|OpNext|Picolight|Sumitomo Electric,-1|-1|-1|1094739|39341|-1|887969|1157780|-1|-1
CIK1124796_10K_20200309.txt,IPG Photonics Corporation|Maxphotonics|Raycus Fiber Laser Technologies,1111928|-1|-1,"BWT Beijing Ltd.|Coherent, Inc.|II-VI Incorporated|IPG Photonics Corporation|Lumentum Holdings Inc.|Maxphotonics|Raycus Fiber Laser Technologies|Trumpf GmbH + Co. KG",-1|21510|820318|1111928|1633978|-1|-1|-1
CIK1124796_10K_20210226.txt,,,BWT Ltd.|Coherent|II-VI Incorporated|IPG Photonics Corporation|Raycus Fiber Laser Technologies|Trumpf GmbH + Co. KG,1365784|21510|820318|1111928|-1|-1
CIK1126741_10K_20130604.txt,Cypress Semiconductor|Integrated Device Technology|Integrated Silicon Solution|REC,791915|703361|854701|82523,Cypress Semiconductor|Cypress Semiconductor Corporation|Integrated Device Technology|Integrated Silicon Solution|REC,791915|791915|703361|854701|82523
CIK1126741_10K_20140611.txt,Cypress Semiconductor|Integrated Silicon Solution|REC,791915|854701|82523,Cypress Semiconductor|Cypress Semiconductor Corporation|Integrated Silicon Solution|REC|Sony Corporation,791915|791915|854701|82523|313838
CIK1126741_10K_20150611.txt,Cypress Semiconductor|Integrated Silicon Solution|Micron|REC,791915|854701|803512|82523,Alcatel-Lucent|Cisco Systems|Cypress Semiconductor|Cypress Semiconductor Corporation|Integrated Silicon Solution|Micron|Powerchip|REC|Sony Corporation|TSMC,886125|858877|791915|791915|854701|803512|-1|82523|313838|1046179
CIK1126741_10K_20160610.txt,Cypress Semiconductor|Integrated Silicon Solution|Micron|REC,791915|854701|803512|82523,Alcatel-Lucent|Cisco Systems|Cypress Semiconductor|Cypress Semiconductor Corporation|Integrated Silicon Solution|Micron|REC,886125|858877|791915|791915|854701|803512|82523
CIK1126741_10K_20170605.txt,Cypress Semiconductor|Integrated Silicon Solution|Micron|NVIDIA Corporation|REC,791915|854701|803512|1045810|82523,Cisco Systems|Cypress Semiconductor|Cypress Semiconductor Corporation|Integrated Silicon Solution|Micron|NVIDIA Corporation|Nokia (Alcatel-Lucent)|REC,858877|791915|791915|854701|803512|1045810|924613|82523
CIK1126741_10K_20180601.txt,Cypress Semiconductor|Integrated Silicon Solution|Intel Corporation|Micron|NVIDIA Corporation|REC,791915|854701|50863|803512|1045810|82523,Cisco Systems|Cypress Semiconductor|Cypress Semiconductor Corporation|Integrated Silicon Solution|Intel Corporation|Micron|NVIDIA Corporation|REC,858877|791915|791915|854701|50863|803512|1045810|82523
CIK1129446_10K_20011210.txt,,,"3Com Corp.|Agilent Technologies|Alcatel|Analog Devices, Inc.|Applied Micro Circuits Corp.|BreezeCOM Ltd.|Broadcom Corp.|Chartered Semiconductor Manufacturing Ltd.|Cisco Systems, Inc.|Conexant|Corning Inc.|Fujitsu Ltd.|Infineon Technologies AG|Intel Corp.|Intersil Corporation|JDS Uniphase Corp.|LSI Logic Corp.|Lattice Semiconductor Corporation|Lucent Technologies Inc.|Marvel Technologies, Inc.|Motorola, Inc.|NEC Corp.|Nokia Corp.|Nortel Networks Corp.|PMC-Sierra, Inc.|Proxim, Inc.|QUALCOMM Inc.|STMicroelectronics AG|Symbol Technologies, Inc.|Texas Instruments Incorporated|TranSwitch Corporation|Vitesse Semiconductor Corporation",-1|1090872|-1|6281|711065|-1|1730168|1095270|858877|1069353|24741|39341|1107457|50863|2485|-1|-1|855658|1006240|-1|68505|72127|924613|72911|767920|1112263|804328|932787|278352|97476|944739|880446
CIK1129446_10K_20021212.txt,"PCTel, Inc.|STMicroelectronics N.V.|Texas Instruments Incorporated",1057083|932787|97476,"Applied Micro Circuits Corp.|Broadcom Corp.|Conexant Systems, Inc.|IBM Corp.|Infineon Technologies AG|Intel Corp.|Intersil Holding Corp.|Koninklijke Philips Electronics AG|LSI Logic Corp.|Marvell Communications Corp.|Motorola, Inc.|PCTel, Inc.|PMC-Sierra, Inc.|QUALCOMM Inc.|STMicroelectronics N.V.|Skyworks Solutions, Inc.|Texas Instruments Incorporated|Vitesse Semiconductor Corporation",711065|1730168|1069353|353524|1107457|50863|-1|-1|-1|-1|68505|1057083|767920|804328|932787|4127|97476|880446
CIK1129446_10K_20031208.txt,"Broadcom Corp.|Conexant Systems, Inc.|GlobespanVirata, Inc.|Infineon Technologies AG|Koninklijke Philips Electronics N.V.|LSI Logic Corp.|Marvell Technology Group Ltd.|Motorola, Inc.|PCTel, Inc.|QUALCOMM Inc.|STMicroelectronics N.V.|Skyworks Solutions, Inc.|Texas Instruments Incorporated",1730168|1069353|1081197|1107457|-1|-1|-1|68505|1057083|804328|932787|4127|97476,"Applied Micro Circuits Corp.|Broadcom Corp.|Conexant Systems, Inc.|GlobespanVirata, Inc.|IBM Corp.|Infineon Technologies AG|Intel Corp.|Koninklijke Philips Electronics N.V.|LSI Logic Corp.|Marvell Technology Group Ltd.|Motorola, Inc.|PCTel, Inc.|PMC-Sierra, Inc.|QUALCOMM Inc.|STMicroelectronics N.V.|Texas Instruments Incorporated|Vitesse Semiconductor Corporation",711065|1730168|1069353|1081197|353524|1107457|50863|-1|-1|-1|68505|1057083|767920|804328|932787|97476|880446
CIK1129446_10K_20041213.txt,Applied Micro Circuits Corp.|Broadcom Corp.|Conexant Systems|Electronics N.V.|Infineon Technologies AG|Koninklijke Philips|Marvell Technology,711065|1730168|1069353|717751|1107457|313216|1058057,"Applied Micro Circuits Corp.|Broadcom Corp.|Conexant Systems|Electronics N.V.|Freescale Semiconductor, Inc.|Infineon Technologies AG|Intel Corp.|International Business Machines|Koninklijke Philips|LSI Logic Corp.|Marvell Technology|PMC-Sierra, Inc.|QUALCOMM Inc.|STMicroelectronics N.V.|Skyworks Solutions, Inc.|Texas Instruments|Vitesse Semiconductor Corporation|Wintegra, Inc.",711065|1730168|1069353|717751|1272547|1107457|50863|51143|313216|-1|1058057|767920|804328|932787|4127|97476|880446|1109925
CIK1129446_10K_20051212.txt,"Broadcom Corp.|Freescale Semiconductor, Inc.|Infineon Technologies AG|Koninklijke Philips Electronics N.V.|Marvell Technology Group Ltd.|QUALCOMM Inc.|STMicroelectronics N.V.|Skyworks Solutions, Inc.|Texas Instruments Incorporated",1730168|1272547|1107457|-1|-1|804328|932787|4127|97476,"Applied Micro Circuits Corp.|Broadcom Corp.|Conexant Systems|Freescale Semiconductor, Inc.|Infineon Technologies AG|Intel Corp.|International Business Machines|Koninklijke Philips Electronics N.V.|LSI Logic Corp.|Marvell Technology Group Ltd.|PMC-Sierra, Inc.|QUALCOMM Inc.|STMicroelectronics N.V.|Skyworks Solutions, Inc.|Telefonaktiebolaget LM Ericsson|Texas Instruments Incorporated|Vitesse Semiconductor Corporation|Wintegra, Inc.",711065|1730168|1069353|1272547|1107457|50863|51143|-1|-1|-1|767920|804328|932787|4127|-1|97476|880446|1109925
CIK1129446_10K_20061201.txt,"Applied Micro Circuits Corp.|Broadcom Corp.|Conexant Systems|Freescale Semiconductor, Inc.|Infineon Technologies AG|Marvell Technology Group Ltd.|NXP Semiconductors|QUALCOMM Inc.|Texas Instruments Incorporated",711065|1730168|1069353|1272547|1107457|-1|1413447|804328|97476,"Applied Micro Circuits Corp.|Broadcom Corp.|Conexant Systems|Freescale Semiconductor, Inc.|Infineon Technologies AG|Marvell Technology Group Ltd.|NXP Semiconductors|PMC-Sierra, Inc.|QUALCOMM Inc.|STMicroelectronics N.V.|Silicon Laboratories Inc.|Telefonaktiebolaget LM Ericsson|Texas Instruments Incorporated|Vitesse Semiconductor Corporation",711065|1730168|1069353|1272547|1107457|-1|1413447|767920|804328|932787|1038074|-1|97476|880446
CIK1130626_10K_20080317.txt,"AKM Semiconductor, Inc.|Cirrus Logic, Inc.|Himax Technologies, Ltd.|MagnaChip Semiconductor Ltd.|Maxim Integrated Products|NEC Corporation|National Semiconductor|Novatek Microelectronics Corp., Ltd.|Renesas Technology Corp.|Rohm Electronics, Co. Ltd.|STMicroelectronics|Samsung Electronics Co., Ltd.|Seiko Epson Corporation|Sharp Electronics Corporation|Sitronix Technology Corporation|Solomon Systech Limited|Texas Instruments|Toshiba Corporation|Wolfson Microelectronics plc",-1|772406|1342338|1325702|743316|72127|70530|-1|-1|-1|932787|-1|-1|-1|-1|-1|97476|98573|-1,"AKM Semiconductor, Inc.|Advanced Analogic Technologies, Inc.|Cirrus Logic, Inc.|Himax Technologies, Ltd.|Linear Technology Corporation|MagnaChip Semiconductor Ltd.|Maxim Integrated Products, Inc.|Micrel Incorporated|NEC Corporation|National Semiconductor Corporation|Novatek Microelectronics Corp., Ltd.|Renesas Technology Corp.|Rohm Electronics, Co. Ltd.|STMicroelectronics|Samsung Electronics Co., Ltd.|Seiko Epson Corporation|Sharp Electronics Corporation|Sitronix Technology Corporation|Solomon Systech Limited|Texas Instruments Incorporated|Toshiba Corporation|Wolfson Microelectronics plc",-1|1104042|772406|1342338|791907|1325702|743316|932111|72127|70530|-1|-1|-1|932787|-1|-1|-1|-1|-1|97476|98573|-1
CIK1130866_10K_20110228.txt,Analog Devices|Avago|Eudyna|Linear Technology|NEC|Northrop Grumman|RFMD|Skyworks|TriQuint Semiconductor|UMS,6281|-1|-1|791907|72127|1133421|-1|4127|913885|-1,Analog Devices|Avago|Eudyna|Linear Technology|NEC|RFMD|Skyworks|TriQuint Semiconductor|UMS,6281|-1|-1|791907|72127|-1|4127|913885|-1
CIK1130866_10K_20120224.txt,Analog Devices|Avago|Eudyna|Linear Technology|NEC|Northrop Grumman|RFMD|Skyworks|TriQuint Semiconductor|UMS,6281|-1|-1|791907|72127|1133421|-1|4127|913885|-1,Analog Devices|Avago|Eudyna|Linear Technology|NEC|RFMD|Skyworks|TriQuint Semiconductor|UMS,6281|-1|-1|791907|72127|-1|4127|913885|-1
CIK1130866_10K_20130226.txt,Analog Devices|Avago|IDT|Linear Technology|M/A-COM|NEC|Northrop Grumman|RFMD|Skyworks|TriQuint Semiconductor|UMS,6281|-1|1005731|791907|65771|72127|1133421|-1|4127|913885|-1,Analog Devices|Avago|IDT|Linear Technology|M/A-COM|NEC|RFMD|Skyworks|TriQuint Semiconductor|UMS,6281|-1|1005731|791907|65771|72127|-1|4127|913885|-1
CIK1130866_10K_20140226.txt,Analog Devices|Avago|Cree|IDT|Linear Technology|M/A-COM|Northrop Grumman|Peregrine Semiconductor|RFMD|Skyworks|TriQuint Semiconductor|UMS,6281|-1|895419|1005731|791907|65771|1133421|880177|-1|4127|913885|-1,Analog Devices|Avago|Cree|IDT|Linear Technology|M/A-COM|Peregrine Semiconductor|RFMD|Skyworks|TriQuint Semiconductor|UMS,6281|-1|895419|1005731|791907|65771|880177|-1|4127|913885|-1
CIK1133478_20F_20030630.txt,ASAT Limited|ASE Test Limited|Advanced Semiconductor Engineering Inc.|ChipPAC Incorporated|ST Assembly Test Services Ltd.|Siliconware Precision,1102384|1014838|-1|1402159|-1|1111759,"ASAT Limited|ASE Test Limited|Advanced Semiconductor Engineering Inc.|Best Home Corp. Ltd.|Billion-Create TECHNOLOGIES Inc.|CHANTEK ELECTRONIC CO. LTD.|CHANTEK ELECTRONIC CO., LTD.|Chantek|ChipPAC Incorporated|DenMOS TECHNOLOGY Inc.|DenMOS Technology Inc.|Elite Semiconductor Technology Inc.|Fujitsu Ltd.|Giant Haven Investment Ltd.|Microchip Technology Taiwan|Modern Mind Technology Limited.|Mosel Vitelic Inc.|PlusMOS|PlusMOS TECHNOLOGIES INC.|Powerchip|ProMOS TECHNOLOGIES INC.|Ron How Investment Corp.|ST Assembly Test Services Ltd.|Sharp Corp.|Siliconware Precision|Siliconware Precision Industries Co. Ltd.|Tessera Inc.|ThaiLin|ThaiLin Semiconductor Corp.|Ultima Electronics Corp.|Vanguard|Vigour Technology Corp.|Yuan Shan Investment Corp.",1102384|1014838|-1|-1|-1|-1|-1|-1|1402159|-1|-1|-1|39341|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|800840|1111759|-1|-1|-1|-1|-1|1045829|-1|-1
CIK1135711_10K_20060228.txt,"Integrated Device Technology, Inc.|Renesas Technology, Corp.|Sensory Networks, Inc.|Tarari, Inc.",703361|-1|-1|-1,"IDT|Integrated Device Technology, Inc.|Renesas Technology, Corp.|Sensory Networks, Inc.|Tarari, Inc.",1005731|703361|-1|-1|-1
CIK1135711_10K_20100226.txt,"Advanced Micro Devices, Inc.|Applied Micro Circuits Corporation|Broadcom Corporation|Cavium Networks, Inc.|Cortina Systems, Inc.|Freescale Semiconductor, Inc.|LSI Corporation|Marvell Technology Group Ltd.|Renesas Technology, Corp.|Vitesse Semiconductor Corporation",2488|711065|1730168|-1|-1|1272547|703360|-1|-1|880446,"Advanced Micro Devices, Inc.|Applied Micro Circuits Corporation|Broadcom Corporation|Cavium Networks, Inc.|Cortina Systems, Inc.|Freescale Semiconductor, Inc.|Intel Corporation|LSI Corporation|Marvell Technology Group Ltd.|PMC-Sierra, Inc.|Renesas Technology, Corp.|Vitesse Semiconductor Corporation",2488|711065|1730168|-1|-1|1272547|50863|703360|-1|767920|-1|880446
