filename,competitors_new,competitors_ciks_new,competitors_old,competitors_ciks_old
CIK1102384_20F_20081030.txt,,,"Advanced Semiconductor Engineering, Inc.|Amkor Technology, Inc.|Carsem (M) Sdn. Bhd.|STATS ChipPAC Ltd.|Siliconware Precision Industries Co., Ltd.",-1|1047127|-1|1449579|-1
CIK1103777_10K_20010329.txt,Ericsson|Lucent|Motorola|Nortel Networks,-1|1006240|68505|72911,Agilent|Alpha Industries|Anadigics|Conexant|Ericsson|Infineon|Lucent|M/A-COM|Minicircuits Laboratories|Motorola|NEC|Nortel Networks|RF Micro Devices|TriQuint Semiconductor|WJ Communications,1090872|-1|940332|1069353|-1|1107457|1006240|65771|-1|68505|72127|72911|-1|913885|105006
CIK1103777_10K_20020327.txt,Ericsson|Lucent|Motorola|Nortel Networks,-1|1006240|68505|72911,Agilent|Alpha Industries|Anadigics|Conexant|Ericsson|Infineon|Lucent|M/A-COM|Minicircuits Laboratories|Motorola|NEC|Nortel Networks|RF Micro Devices|TriQuint Semiconductor|WJ Communications,1090872|-1|940332|1069353|-1|1107457|1006240|65771|-1|68505|72127|72911|-1|913885|105006
CIK1103777_10K_20040324.txt,,,Agilent|Alps|Ericsson|Lucent|M/A-COM|Minicircuits|Motorola|NEC|Nortel Networks,1090872|883168|-1|1006240|65771|-1|68505|72127|72911
CIK1103777_10K_20050303.txt,,,Agilent|Alps|Celestica|Ericsson|Flextronics|Lucent|M/A-COM|Maxim Integrated Products|Microtune|Minicircuits|Motorola|NEC|Nokia|Nortel Networks|Philips|Sanmina|Solectron|WJ Communications,1090872|883168|1030894|-1|-1|1006240|65771|743316|1108058|-1|68505|72127|924613|72911|205778|897723|835541|105006
CIK1103777_10K_20060315.txt,,,Agilent|Alps|Ericsson|Hittite|Lucent|M/A-COM|Maxim Integrated Products|Microtune|Minicircuits|Motorola|NEC|Nokia|Nortel Networks|Philips|RecepTec|STMicroelectronics|Spectrum Control|Teledyne|WJ Communications|Wistron NeWeb,1090872|883168|-1|-1|1006240|65771|743316|1108058|-1|68505|72127|924613|72911|205778|855611|932787|92769|1094285|105006|-1
CIK1103777_10K_20070316.txt,,,Airoha|Alps|Anadigics|Analog Devices|Atheros|Atmel|Avago|DSP Group|Freescale|GCT|Hittite|Infineon|M/A-COM|Microtune|Minicircuits|NEC|Nordic|Philips|RFHIC Company|RecepTec|ST Microelectronics|Sanyo|Sitel|TRAK Microwave Corporation|Texas Instruments (Chipcon)|WJ Communications|Wistron NeWeb,-1|883168|940332|6281|1140486|872448|-1|915778|1272547|1293200|-1|1107457|65771|1108058|-1|72127|-1|205778|-1|855611|-1|203097|943820|-1|97476|105006|-1
CIK1104042_10K_20060308.txt,,,Linear Technology|Maxim Integrated Products|National Semiconductor|Semtech|Texas Instruments,791907|743316|70530|88941|97476
CIK1104042_10K_20070308.txt,,,Linear Technology|Maxim Integrated Products|National Semiconductor|Semtech|Texas Instruments,791907|743316|70530|88941|97476
CIK1104042_10K_20080304.txt,,,Intersil|Linear Technology|Maxim Integrated Products|National Semiconductor|Texas Instruments,2485|791907|743316|70530|97476
CIK1104042_10K_20090226.txt,,,"Intersil Corporation|Linear Technology Corporation|Maxim Integrated Products, Inc.|National Semiconductor Corporation|Semtech Corporation|Texas Instruments Incorporated",2485|791907|743316|70530|88941|97476
CIK1104042_10K_20100219.txt,,,"Intersil Corporation|Linear Technology Corporation|Maxim Integrated Products, Inc.|National Semiconductor Corporation|Semtech Corporation|Texas Instruments Incorporated",2485|791907|743316|70530|88941|97476
CIK1104042_10K_20110225.txt,,,"Intersil Corporation|Linear Technology Corporation|Maxim Integrated Products, Inc.|National Semiconductor Corporation|Richtek Technology Corporation|Rohm Co., LTD.|Semtech Corporation|Texas Instruments Incorporated|austriamicrosystems",2485|791907|743316|70530|-1|-1|88941|97476|-1
CIK1106714_20F_20030630.txt,,,"ASAT, Ltd.|ASE Test Limited|Advanced Semiconductor Engineering|Advanced Semiconductor Engineering, Inc.|Alphatec Semiconductor Packaging Ltd.|Alphatec Semiconductor Packaging, Ltd.|Amkor Technology, Inc.|Carsem|ChipPAC Incorporated|Cirtek Electronics Corp.|Enoch Semiconductors|Fairchild Semiconductor|Fastech Microassembly & Test, Inc.|GEM 4 Services|GEM Services|Infineon Technologies, Inc.|PT Omedata Electronics|Philips Components Philippines, Inc.|ST Assembly Test Services Pte., Ltd.|ST Assembly and Test Services Pte., Ltd.|Semiconductor Components Industries, Ltd.|Shinko Electric Industries Co. Ltd.|Siliconware Precision Industries Co., Ltd.|Team Pacific, Inc.|Tesla Sezam|Texas Instruments, Inc.",1102384|1014838|-1|-1|-1|-1|1047127|-1|1402159|-1|-1|1036960|-1|-1|-1|1107457|-1|-1|-1|-1|-1|-1|-1|-1|-1|97476
CIK1106714_20F_20040630.txt,,,"ASAT, Ltd.|ASE Test Limited|Advanced Semiconductor Engineering|Advanced Semiconductor Engineering, Inc.|Agilent Technologies|Alphatec Semiconductor Packaging Ltd.|Alphatec Semiconductor Packaging, Ltd.|Amkor Technology, Inc.|Carsem|ChipPAC Incorporated|Cirtek Electronics Corp.|Enoch Semiconductors|Fairchild Semiconductor|Fairchild Semiconductor International, Inc.|Fastech Microassembly & Test, Inc.|GEM Services|Infineon Technologies|Infineon Technologies, Inc.|PT Omedata Electronics|Philips Components Philippines, Inc.|Philips Semiconductor|Power Innovations|ST Assembly Test Services Pte., Ltd.|ST Assembly and Test Services Pte., Ltd.|ST Microelectronics|Semiconductor Components Industries, Ltd.|Shinko Electric Industries Co. Ltd.|Siliconware Precision Industries Co., Ltd.|Team Pacific, Inc.|Tesla Sezam|Texas Instruments|Texas Instruments, Inc.",1102384|1014838|-1|-1|1090872|-1|-1|1047127|-1|1402159|-1|-1|1036960|1036960|-1|-1|1107457|1107457|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|97476|97476
CIK1106714_20F_20050715.txt,,,"ASAT, Ltd.|ASE Test Limited|Advanced Semiconductor Engineering|Alphatec Semiconductor Packaging Ltd.|Amkor Technology, Inc.|Carsem|ChipPAC Incorporated|Cirtek Electronics Corp.|Enoch Semiconductors|Fastech Microassembly & Test, Inc.|GEM Services|Huashan Electronic Device Co.|Nantung Fujitsu|PT Omedata Electronics|ST Assembly and Test Services Pte., Ltd.|STATS ChipPAC Ltd.|Shinko Electric Industries Co. Ltd.|Siliconware Precision Industries Co., Ltd.|Team Pacific, Inc.",1102384|1014838|-1|-1|1047127|-1|1402159|-1|-1|-1|-1|-1|-1|-1|-1|1449579|-1|-1|-1
CIK1106714_20F_20060815.txt,,,"ASAT, Ltd.|ASE Test Limited|AUK Corp.|Advanced Semiconductor Engineering|Amkor Technology, Inc.|Carsem Semiconductor Co. Ltd.|Enoch Semiconductor Corp.|GEM Services|Greatek Electronics, Inc.|Huashan Electronic Devices Co.|Nantung Fujitsu, Inc.|ST Assembly and Test Services Pte., Ltd.|STATS ChipPAC Ltd.|Shinko Electric Industries Co. Ltd.|Siliconware Precision Industries Co. Ltd.",1102384|1014838|-1|-1|1047127|-1|-1|-1|-1|-1|-1|-1|1449579|-1|-1
CIK1106714_20F_20070716.txt,,,"ASAT, Ltd.|ASE Test Limited|AUK Corp.|Advanced Interconnect Technologies, Inc.|Advanced Semiconductor Engineering|Amkor Technology, Inc.|Carsem Semiconductor Co. Ltd.|Enoch Semiconductor Corp.|Fastech Microassembly & Test, Inc.|GEM Services|Greatek Electronics, Inc.|Hana Microelectronics Public Co. Ltd.|Huashan Electronic Devices Co.|Nantung Fujitsu, Inc.|Orient Semiconductor Electronics|ST Assembly and Test Services Pte., Ltd.|STATS ChipPAC Ltd.|Shinko Electric Industries Co. Ltd.|Siliconware Precision Industries Co. Ltd.",1102384|1014838|-1|-1|-1|1047127|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|1449579|-1|-1
CIK1106714_20F_20080715.txt,,,"ASAT, Ltd.|ASE Test Limited|AUK Corp.|Advanced Semiconductor Engineering|Amkor Technology, Inc.|Carsem Semiconductor Co. Ltd.|Enoch Semiconductor Corp.|GEM Services|Greatek Electronics, Inc.|Huashan Electronic Devices Co.|Nantung Fujitsu, Inc.|ST Assembly and Test Services Pte., Ltd.|STATS ChipPAC Ltd.|Shinko Electric Industries Co. Ltd.|Siliconware Precision Industries Co. Ltd.",1102384|1014838|-1|-1|1047127|-1|-1|-1|-1|-1|-1|-1|1449579|-1|-1
CIK1106851_10K_20050714.txt,CCD|CMOS,847385|893162,Agilent|Canon|Cypress|ESS|Foveon|Fuji|Fujitsu|Kodak|MagnaChip|Matsushita|Micron|Mitsubishi Electronic|NEC|PixArt|Pixelplus|STMicroelectronics|Samsung|Sanyo|Sharp|Sony|Toshiba,1090872|16988|716054|907410|-1|-1|39341|-1|1325702|-1|803512|-1|72127|-1|1331588|932787|-1|203097|800840|313838|98573
CIK1106851_10K_20060714.txt,CCD technology,-1,Avago|Canon|Cypress|ESS|Foveon|Fuji|Fujitsu|Kodak|MagnaChip|Matsushita|Micron|NEC|PixArt|Pixelplus|STMicroelectronics|Samsung|Sanyo|Sharp|Sony|Toshiba,-1|16988|716054|907410|-1|-1|39341|-1|1325702|-1|803512|72127|-1|1331588|932787|-1|203097|800840|313838|98573
CIK1106851_10K_20070629.txt,AOL|Foveon|Fuji|Google|Kodak|MagnaChip|Matsushita|Micron|NEC|PixArt|Pixelplus|Pixim|ST Microelectronics|Samsung|Sanyo|Sharp|Skype|Sony|Texas Instruments|Toshiba|Yahoo,1468516|-1|-1|-1|-1|1325702|-1|803512|72127|-1|1331588|-1|-1|-1|203097|800840|-1|313838|97476|98573|-1,Foveon|Fuji|Kodak|MagnaChip|Matsushita|Micron|NEC|PixArt|Pixelplus|Pixim|ST Microelectronics|Samsung|Sanyo|Sharp|Sony|Texas Instruments|Toshiba,-1|-1|-1|1325702|-1|803512|72127|-1|1331588|-1|-1|-1|203097|800840|313838|97476|98573
CIK1107194_10K_20050311.txt,,,"Advanced Semiconductor Engineering, Inc.|Amkor Technology, Inc.|STATS ChipPAC Ltd.|United Test and Assembly Center Limited",-1|1047127|1449579|-1
CIK1107194_10K_20060313.txt,,,Fujitsu Limited|Lucent Technologies|Ricoh Co. Ltd.,39341|1006240|723303
CIK1107194_10K_20070316.txt,,,ARION|Accton Technology Corporation|Colt|Entropia|Fujitsu Limited|Lucent Technologies|Marconi Corporation Plc|Maximus|Mustang|Palladia|Pharos|Voice Services Platform|eXtremeDSLMAX,-1|-1|1026733|-1|39341|1006240|-1|1032220|1680048|-1|-1|-1|-1
CIK1107194_10K_20080317.txt,,,"Accton Technology Corporation|Ericsson|Fujitsu Limited|Ikanos Communications, Inc.|Lucent Technologies|Ricoh Co. Ltd.",-1|-1|39341|1219210|1006240|723303
CIK1107457_20F_20011204.txt,AMCC|Agere|Agilent|Atmel|Broadcom|Conexant|Fairchild|Hitachi|Hynix|Intel|International Rectifier|Micron Technology|Mindspeed|Mitsubishi|Motorola|NEC|National Semiconductor|ON Semiconductors|PMC-Sierra|Philips|Rohm|ST Microelectronics|Samsung|Sumitomo|Texas Instruments|Toshiba|Vitesse,711065|1129446|1090872|872448|1730168|1069353|34257|47710|-1|50863|316793|723125|1224370|773753|68505|72127|70530|1097864|767920|205778|-1|-1|-1|-1|97476|98573|880446,AMCC|Agere|Agilent|Atmel|Broadcom|Conexant|Gemplus|Giesecke & Devrient|Hitachi|Hynix|Intel|Micron Technology|Mindspeed|Motorola|NEC|National Semiconductor|Oberthur Card Systems|PMC-Sierra|Philips|Rohm|ST Microelectronics|Samsung|SchlumbergerSema|Sumitomo|Texas Instruments|Toshiba|Vitesse,711065|1129446|1090872|872448|1730168|1069353|1128749|-1|47710|-1|50863|723125|1224370|68505|72127|70530|-1|767920|205778|-1|-1|-1|-1|-1|97476|98573|880446
CIK1107457_20F_20021204.txt,ADI|Atmel|Conexant|Hitachi|National Semiconductor|Philips|Rambus Inc.|Rohm|ST Microelectronics|Samsung|Texas Instruments,354609|872448|1069353|47710|70530|205778|917273|-1|-1|-1|97476,ADI|Atmel|Conexant|Hitachi|National Semiconductor|Philips|Rohm|ST Microelectronics|Samsung|Texas Instruments,354609|872448|1069353|47710|70530|205778|-1|-1|-1|97476
CIK1107457_20F_20031121.txt,AMCC|Agere|Agilent|Broadcom|ELPIDA|Finisar|GlobespanVirata|Hynix|Intel|Legerity|Micron Technology|Mindspeed|Mosaid Technologies|PMC-Sierra|Rambus Inc.|ST Microelectronics|Samsung|Texas Instruments|Vitesse,711065|1129446|1090872|1730168|-1|1094739|1081197|-1|50863|-1|723125|1224370|-1|767920|917273|-1|-1|97476|880446,AMCC|Agere|Agilent|Broadcom|ELPIDA|Finisar|GlobespanVirata|Hynix|Intel|Legerity|Micron Technology|Mindspeed|PMC-Sierra|ST Microelectronics|Samsung|Texas Instruments|Vitesse,711065|1129446|1090872|1730168|-1|1094739|1081197|-1|50863|-1|723125|1224370|767920|-1|-1|97476|880446
CIK1107457_20F_20041126.txt,MOSAID Technologies Inc.|Rambus Inc.,-1|917273,"ALTIS Semiconductor S.N.C.|Advanced Micro Devices, Inc.|Broadcom|Chartered Semiconductor|Conexant|DuPont Photomasks, Inc.|ELPIDA|Ericsson|Finisar Corporation|Freescale|Hwa-Ken Investment Inc.|Hynix|Hynix Semiconductor Inc.|IBM|Inotera Memories Inc.|International Rectifier|Legerity|MOSAID Technologies Inc.|Micron|Micron Technology Inc.|Mitsubishi|Motorola Inc.|Nanya Technology Corporation|Newlogic Technologies AG|ParoLink Technologies Co., Ltd.|Philips|Powerchip|ProMOS|Qualcomm|Rambus|Ramtron International Corp.|ST Microelectronics|Samsung|Siemens|StarCore LLC|Texas Instruments",-1|2488|1730168|1095270|1069353|1012128|-1|-1|1094739|1272547|-1|-1|-1|353524|-1|316793|-1|-1|803512|723125|773753|68505|-1|-1|-1|205778|-1|-1|804328|917273|849502|-1|-1|1135644|1301713|97476
CIK1107457_20F_20051123.txt,Ericsson|Nokia,-1|924613,Broadcom|Conexant|ELPIDA|Fairchild|Freescale|Hynix|Micron|Powerchip|Qualcomm|ST Microelectronics|Samsung|Texas Instruments|Toshiba,1730168|1069353|-1|34257|1272547|-1|803512|-1|804328|-1|-1|97476|98573
CIK1107457_20F_20061130.txt,Elpida Memory|Hynix Semiconductor|Micron Technology|Nanya|Samsung Electronics,-1|-1|723125|-1|-1,Broadcom|Conexant|Elpida Memory|Freescale|Hynix Semiconductor|Micron Technology|NXP|Nanya Technology|Qualcomm|Renesas|ST Microelectronics|Samsung Electronics|Texas Instruments|Toshiba,1730168|1069353|-1|1272547|-1|723125|1413447|-1|804328|-1|-1|-1|97476|98573
CIK1107457_20F_20081229.txt,"Atmel|Broadcom|Conexant|Elpida Memory, Inc.|Freescale|Hynix Semiconductor, Inc.|International Rectifier|Micron Technology, Inc.|Mitsubishi|NXP|Nanya Technology Corporation|Qualcomm|Renesas|ST-NXP Wireless|STMicroelectronics|Samsung Electronics, Inc.|Texas Instruments",872448|1730168|1069353|-1|1272547|-1|316793|723125|773753|1413447|-1|804328|-1|-1|932787|-1|97476,"Atmel|Broadcom|Conexant|Elpida Memory, Inc.|Freescale|Hynix Semiconductor, Inc.|International Rectifier|Micron Technology, Inc.|Mitsubishi|NXP|Nanya|Nanya Technology Corporation|Qualcomm|Renesas|ST-NXP Wireless|STMicroelectronics|Samsung Electronics, Inc.|Texas Instruments|Winbond",872448|1730168|1069353|-1|1272547|-1|316793|723125|773753|1413447|-1|-1|804328|-1|-1|932787|-1|97476|-1
CIK1108058_10K_20030731.txt,Alps|Anadigics|Analog Devices|Broadcom|Conexant|ISG Broadband|Integrant|LSI Logic|Maxim|Mitsumi|Motorola|Panasonic|Philips Electronics|Philips Sanshin|SiGe Semiconductor|Siemens/VDO|Sony|Toko|Zarlink,883168|940332|6281|1730168|1069353|-1|-1|-1|1013351|-1|68505|63271|-1|-1|1213018|-1|313838|-1|352435,Alps|Anadigics|Analog Devices|Broadcom|Conexant|ISG Broadband|Integrant|LSI Logic|Maxim|Mitsumi|Motorola|Panasonic|Philips Electronics|Philips Sanshin|Samsung|SiGe Semiconductor|Siemens/VDO|Sony|Thomson|Toko|Zarlink,883168|940332|6281|1730168|1069353|-1|-1|-1|1013351|-1|68505|63271|-1|-1|-1|1213018|-1|313838|-1|-1|352435
CIK1108058_10K_20040315.txt,Alps|Anadigics|Analog Devices|Broadcom|ISG Broadband|Integrant|LSI Logic|Maxim|Mitsumi|Panasonic|Philips Electronics|Philips Sanshin|ST Microdevices|SiGe Semiconductor|Siemens VDO Thomson|Siemens/VDO|Sony|TOKO Group|Toko|Xceive|Zarlink,883168|940332|6281|1730168|-1|-1|-1|1013351|-1|63271|-1|-1|-1|1213018|-1|-1|313838|-1|-1|-1|352435,Alps|Anadigics|Analog Devices|Broadcom|ISG Broadband|Integrant|LSI Logic|Maxim|Mitsumi|Panasonic|Philips Electronics|Philips Sanshin|ST Microdevices|SiGe Semiconductor|Siemens VDO Thomson|Sony|TOKO Group|Toko|Xceive|Zarlink,883168|940332|6281|1730168|-1|-1|-1|1013351|-1|63271|-1|-1|-1|1213018|-1|313838|-1|-1|-1|352435
CIK1108058_10K_20050311.txt,,,Alps|Anadigics|Analog Devices|Broadcom|Freescale|Integrant|LSI Logic|Maxim|Mitsumi|Panasonic|Philips Electronics|RF Magic|STMicroelectronics|Samsung|Sanshin|SiGe Semiconductor|Siemens VDO|Sirenza|Sony|Texas Instruments|Thomson|Xceive|Zarlink,883168|940332|6281|1730168|1272547|-1|-1|1013351|-1|63271|-1|-1|932787|-1|-1|1213018|-1|-1|313838|97476|-1|-1|352435
CIK1108058_10K_20060303.txt,,,Alps|Anadigics|Broadcom|DiBcom|Freescale|LG Innotek|Mitsumi|Panasonic|Philips|RF Magic|Samsung Electro-Mechanics|Sanshin|Siano|Texas Instruments|Thomson|Xceive,883168|940332|1730168|-1|1272547|-1|-1|63271|205778|-1|-1|-1|-1|97476|-1|-1
CIK1108058_10K_20070315.txt,,,Alps|Anadigics|Broadcom|DiBcom|Freescale|Infineon|Intel|Konka|LG Innotek|Maxlinear|Mitsumi|Murata|NXP|Panasonic|Qingjia|Quantek|RF Magic|Samsung Electro-mechanics|Sanshin|Sharp|Siano|Sony|TTE|Texas Instruments|Thomson|Toshiba|Xceive|Xuguang,883168|940332|1730168|-1|1272547|1107457|50863|-1|-1|1288469|-1|-1|1413447|63271|-1|-1|-1|-1|-1|800840|-1|313838|1013880|97476|-1|98573|-1|-1
CIK1108058_10K_20080228.txt,,,Alps|Anadigics|Broadcom|DiBcom|Entropic|Freescale|Infineon|Intel|LG Innotek|Maxlinear|Mitsumi|Murata|NXP Semiconductors|Panasonic|Qingjia|Quantek|Samsung Electro-Mechanics|Sanshin|Sanyo|Sharp|Sony|TTE|Thomson|Toshiba|Xceive|Xuguang,883168|940332|1730168|-1|1227930|1272547|1107457|50863|-1|1288469|-1|-1|1413447|63271|-1|-1|-1|-1|203097|800840|313838|1013880|-1|98573|-1|-1
CIK1108058_10K_20090220.txt,,,Alps|Anadigics|Broadcom|DiBcom|Entropic|Konka|LG Innotek|Maxim|Maxlinear|Mitsumi|NXP Semiconductors|NuTune|Panasonic Electronic Devices|Samsung Electro-Mechanics|Sanshin|Sanyo|Sharp|Sony|TCL|Toshiba|Xceive|Xuguang,883168|940332|1730168|-1|1227930|-1|-1|1013351|1288469|-1|1413447|-1|-1|-1|-1|203097|800840|313838|1287073|98573|-1|-1
CIK1108058_10K_20100216.txt,,,Alps|Altobeam|Anadigics|Atmel|Broadcom|DiBcom|Entropic|Guoxin|HDIC|LG|Legend Silicon|MaxScend|Maxim|Maxlinear|Mediatek/MTK|Mitsumi|MorningStar/Mstar|NXP Semiconductors|NuTune|Panasonic Electronic Devices|Renesas|SONY|STMicroelectronics|Samsung Electro-Mechanics|Sanyo|Silicon Labs|TTE|Toshiba|Trident|Xceive|Xuguang|Zoran,883168|-1|940332|872448|1730168|-1|1227930|-1|701645|857471|-1|-1|1013351|1288469|-1|-1|-1|1413447|-1|-1|-1|313838|932787|-1|203097|1038074|1013880|98573|1005128|-1|-1|1003022
CIK1109279_10K_20010629.txt,"ATI Technologies, Inc.|Broadcom Corporation|Equator Technologies, Inc.|International Business Machines Corporation|National Semiconductor|STMicroelectronics N.V.|TeleCruz Technology, Inc.|TeraLogic, Inc.",1065331|1730168|-1|51143|70530|932787|-1|-1,"ATI Technologies, Inc.|Broadcom Corporation|Equator Technologies, Inc.|International Business Machines Corporation|National Semiconductor|National Semiconductor Corporation|STMicroelectronics N.V.|TeleCruz Technology, Inc.|TeraLogic, Inc.",1065331|1730168|-1|51143|70530|70530|932787|-1|-1
CIK1110647_10K_20080905.txt,Bookham,-1,"Avanex Inc.|Finisar|Fujitsu|JDS Uniphase Corporation|Newport|Opnext, Inc.|Optium Corporation|Sumitomo|Thorlabs",1056794|1094739|39341|-1|225263|1157780|1219169|-1|-1
CIK1110647_10K_20110909.txt,vertically integrated competitors,-1,"Avago Technologies|Coherent, Inc.|DILAS Diode Lasers, Inc.|Finisar Corporation|Fujitsu Limited|JDS Uniphase Corporation|Jenoptik AG|Oplink Communications, Inc.|Opnext, Inc.|Sumitomo Electric Industries, Ltd.",-1|21510|-1|1094739|39341|-1|-1|1022225|1157780|-1
CIK1110647_10K_20120913.txt,vertically integrated competitors,-1,"Avago Technologies|Coherent, Inc.|DILAS Diode Lasers, Inc.|Finisar Corporation|Fujitsu Limited|JDS Uniphase Corporation|Jenoptik AG|Oplink Communications, Inc.|Opnext|Sumitomo Electric Industries, Ltd.",-1|21510|-1|1094739|39341|-1|-1|1022225|1157780|-1
CIK1110647_10K_20130927.txt,,,"Avago Technologies|Coherent, Inc.|DILAS Diode Lasers, Inc.|Finisar Corporation|Fujitsu Limited|JDS Uniphase Corporation|Jenoptik AG|Neophotonics Corporation|Oplink Communications, Inc.|Sumitomo Electric Industries, Ltd.",-1|21510|-1|1094739|39341|-1|-1|1227025|1022225|-1
CIK1110647_10K_20170818.txt,"ADVA|APAT Optoelectronics|Acacia Communications, Inc.|Alcatel-Lucent|Applied Optoelectronics, Inc.|Aurrion, Inc.|Avago|Broadcom Corp.|Ciena|Cisco|CyOptics, Inc.|Cyan Inc.|Emcore Corporation|FITEC Corp.|Finisar Corporation|Fujitsu Limited|InnoLight Technology Ltd.|Juniper Networks|Lightwire, Inc.|Lumentum Holdings Inc.|MRV Communications, Inc.|NeoPhotonics Corporation|Nokia|Source Photonics Inc.|Sumitomo Electric Industries, Ltd.|TeraXion|u2t Photonics AG",807732|-1|1651235|886125|1158114|-1|-1|1730168|936395|858877|-1|1391636|808326|-1|1094739|39341|-1|1043604|-1|1633978|887969|1227025|924613|1421117|-1|-1|-1,"Acacia Communications, Inc.|Applied Optoelectronics, Inc.|Finisar Corporation|Fujitsu Limited|InnoLight Technology Ltd.|Lumentum Holdings Inc.|NeoPhotonics Corporation|Source Photonics Inc.|Sumitomo Electric Industries, Ltd.",1651235|1158114|1094739|39341|-1|1633978|1227025|1421117|-1
CIK1111721_10K_20010726.txt,"Agilent Technologies, Inc.|Finisar Corporation|Infineon Technologies Corp.|International Business Machines Corporation|Lucent Technologies, Inc.|Molex, Inc.|Optical Communications Products, Inc.|Tyco International, Ltd.",1090872|1094739|1107457|51143|1006240|67472|-1|1608109,"Agilent Technologies, Inc.|Finisar Corporation|Infineon Technologies Corp.|International Business Machines Corporation|Lucent Technologies Inc.|Lucent Technologies, Inc.|Molex, Inc.|Optical Communications Products, Inc.|Tyco International, Ltd.",1090872|1094739|1107457|51143|1006240|1006240|67472|-1|1608109
CIK1111721_10K_20020729.txt,"Agilent Technologies, Inc.|Finisar Corporation|Infineon Technologies Corp.|JDS Uniphase Corporation|Lucent Technologies, Inc.|Molex, Inc.|Optical Communications Products, Inc.|Tyco International, Ltd.",1090872|1094739|1107457|-1|1006240|67472|-1|1608109,"A.T. Kearney|Agilent Technologies, Inc.|Alcatel Network Systems, Inc.|Cisco Systems, Inc.|E20, Inc.|Finisar Corporation|Infineon Technologies Corp.|JDS Uniphase Corporation|Lucent Technologies, Inc.|McData Corporation|Methode Electronics, Inc.|Molex, Inc.|Motorola Inc.|Nortel Networks Corporation|Optical Communications Products, Inc.|Paracer, Inc.|Tellabs, Inc.|Tsunami Optics, Inc.|Tyco International, Ltd.",-1|1090872|-1|858877|-1|1094739|1107457|-1|1006240|-1|65270|67472|68505|72911|-1|-1|317771|-1|1608109
CIK1111721_10K_20030729.txt,"Agilent Technologies, Inc.|Finisar Corporation|Infineon Technologies Corp.|JDS Uniphase Corporation|Molex, Inc.|OFS, Inc.|Optical Communications Products, Inc.|Tyco International, Ltd.",1090872|1094739|1107457|-1|67472|1487918|-1|1608109,"Agilent Technologies, Inc.|Finisar Corporation|Infineon Technologies Corp.|JDS Uniphase Corporation|Lucent Technologies Inc.|Molex, Inc.|OFS, Inc.|Optical Communications Products, Inc.|Tyco International, Ltd.",1090872|1094739|1107457|-1|1006240|67472|1487918|-1|1608109
CIK1111721_10K_20040729.txt,"ADC Telecommunications, Inc.|Amphenol Corporation|Huber+Suhner|ITT Cannon|Kings Electronics Co., Inc.|Molex, Inc.|Radiall, S.A.|Tyco International, Ltd.|WL Gore Associates, Inc.",61478|820313|-1|-1|55957|67472|-1|1608109|-1,"ADC Telecommunications, Inc.|Agilent Technologies, Inc.|Amphenol|Amphenol Corporation|Finisar Corporation|Huber+Suhner|ITT Cannon|JDS Uniphase Corporation|Kings Electronics Co., Inc.|Molex, Inc.|Optical Communications Products, Inc.|Radiall, S.A.|Tyco International, Ltd.|WL Gore Associates, Inc.",61478|1090872|820313|820313|1094739|-1|-1|-1|55957|67472|-1|-1|1608109|-1
CIK1111721_10K_20050729.txt,"ADC Telecommunications, Inc.|Amphenol|Amphenol Corporation|Huber+Suhner|ITT Cannon|Kings Electronics Co., Inc.|Molex, Inc.|Radiall, S.A.|Times Microwave, Inc.|Tyco International, Ltd.|WL Gore Associates, Inc.",61478|820313|820313|-1|-1|55957|67472|-1|-1|1608109|-1,"ADC Telecommunications, Inc.|Agilent Technologies, Inc.|Amphenol Corporation|Finisar Corporation|Huber+Suhner|ITT Cannon|JDS Uniphase Corporation|Kings Electronics Co., Inc.|Molex, Inc.|Optical Communications Products, Inc.|Radiall, S.A.|Times Microwave, Inc.|Tyco International, Ltd.|WL Gore Associates, Inc.",61478|1090872|820313|1094739|-1|-1|-1|55957|67472|-1|-1|-1|1608109|-1
CIK1111721_10K_20060728.txt,"ADC Telecommunications, Inc.|Amphenol Corporation|Huber+Suhner|ITT Cannon|Kings Electronics Co., Inc.|Molex, Inc.|Radiall, S.A.|Times Microwave, Inc.|Tyco International, Ltd.|WL Gore Associates, Inc.",61478|820313|-1|-1|55957|67472|-1|-1|1608109|-1,"ADC Telecommunications, Inc.|Agilent Technologies, Inc.|Amphenol Corporation|Finisar Corporation|Huber+Suhner|ITT Cannon|JDS Uniphase Corporation|Kings Electronics Co., Inc.|Molex, Inc.|Optical Communications Products, Inc.|Radiall, S.A.|Times Microwave, Inc.|Tyco International, Ltd.|WL Gore Associates, Inc.",61478|1090872|820313|1094739|-1|-1|-1|55957|67472|-1|-1|-1|1608109|-1
