cik,sic,conm
68622,4813,QWEST CORP
68658,3825,MOXON INC
68668,3562,MPB CORP  -CL A
68670,3651,MPC EDUCATIONAL SYSTEMS INC
68740,6552,MUIRFIELD LTD
68801,6799,MULTI OPERATIONS INC
68848,3651,MULTIVOX CORP OF AMERICA
68855,3490,MULTRONICS INC
69215,7900,MUSIC FAIR ENTERPRISES INC
69280,8300,FIRST MUTUAL INC
69536,2510,NACHMAN CORP
69628,2750,NAPCO GRAPHIC ARTS INC
69659,4911,NARRAGANSETT ELECTRIC
69692,4924,NASHVILLE GAS CO
69908,3442,NATIONAL BRANDS INC
69978,3540,NATIONAL CLEVELAND CORP
70031,7373,LIBRA SYSTEMS INC-OLD
70097,3523,NFD INC
70131,3550,NATIONAL FOODLINE CORP
70502,6159,NATIONAL RURAL UTIL COOP CP
70578,3312,NATIONAL STEEL CORP  -CL B
70708,6531,NATIONWIDE INDUSTRIES INC
70855,2340,NCC INDUSTRIES INC
70856,6500,NCD FINANCIAL INC
71014,4210,NELSON RESOURCE CORP
71051,5411,NEONEX INTL LTD
71104,7372,NETWORK DATA PROCESSING CORP
71180,4911,NEVADA POWER CO
71222,4911,COMMONWEALTH ELECTRIC CO
71267,8300,NEW DIMENSIONS LEARNING CORP
71337,4911,NEW ENGLAND POWER CO
71391,4899,ORBIT E-COMMERCE INC
71428,4813,VERIZON INC/NJ
71450,6513,NEW JERSEY REALTY CO
71508,4931,ENTERGY NEW ORLEANS
71557,4813,NUVERA COMMUNICATIONS INC
71581,4512,NEW YORK AIRWAYS INC
71633,6311,NEW YORK LIFE INSURANCE
71675,4911,NEW YORK ST ELEC & GAS CORP
71689,4813,VERIZON NEW YORK INC
71837,2200,NEWPORT GENERAL CORP
71904,6282,NFS SERVICES INC
71932,4931,NIAGARA MOHAWK POWER CORP
71946,3490,NIBCO INC
71991,3420,NICHOLSON FILE CO
72217,5031,NOBLE LUMBER CORP
72342,4011,NORFOLK & WESTERN RAILWAY CO
72537,2721,NORTH AMERICAN PUBLISHING CO
72606,7500,NORTH CENTRAL DEVELOPMENT CO
72653,6162,NORTH LAKE CORP
72843,4931,NORTHERN INDIANA PUB SERV CO
72859,4923,ENRON CORP  -OLD
72885,3825,NORTHERN PRECISION LABS INC
72909,4931,NORTHERN STATES POWER/WI
72965,6532,PACIFICORP FINANCIAL SVCS
73053,4813,NORTHWESTERN BELL TELEPHONE
73058,5122,NORTHWESTERN DRUG  -CL A
73076,6311,NORTHWESTERN MUTUAL LIFE INS
73088,4931,NORTHWESTERN CORP
73354,8742,NURSECARE HEALTH  -CL A
73514,8062,NVDH CORP
73605,3728,OAKRIDGE HOLDINGS INC
73606,7011,OAKS INC
73742,2092,OCEANIC RESOURCES INC
73837,7389,ODELL INC
73881,3140,OFFICIAL INDUSTRIES INC
73924,8741,OGR SERVICE CORP
73945,4813,OHIO BELL TELEPHONE CO
73960,4911,OHIO EDISON CO
73986,4911,OHIO POWER
74145,4911,OKLAHOMA GAS & ELECTRIC CO
74229,5140,OLD HOME FOODS INC
74454,7990,CEC PROPERTIES INC
74480,8731,OMNI RESEARCH INC
74688,3827,OPT-SCIENCES CORP
74705,4841,OPTICAL SYSTEMS CORP
74757,5990,OPTIVISION INC
74781,2030,ORANGE BLOSSOM PRODUCTS INC
74927,2250,ORIGINIT FABRICS INC
75053,9995,D-LANZ DEVELOPMENT GROUP INC
75141,5000,OUR OWN HARDWARE CO
75376,6513,PACEMAKER FINANCIAL CORP
75439,3826,MEDITE CANCER DIAGNOSTICS
75488,4931,PACIFIC GAS & ELECTRIC CO
75527,4924,PACIFIC ENTERPRISES INC
75641,4813,PACIFIC BELL
75894,6798,PALMETTO REAL ESTATE TRUST
75989,4512,PAN AMERICAN WORLD AIRWAYS
76015,5961,PANACOLOR INC
76016,3260,PANACON CORP
76063,4922,PANHANDLE EASTERN PIPE LINE
76072,2430,PANIFLEX CORP
76094,3960,LEVCOR INTERNATIONAL INC
76274,6153,PARK INVESTMENT CO
76286,6500,PARK PREMIER MINING CO
76410,3716,PARKWOOD CORP
76568,2670,PATERSON PARCHMENT PAPER CO
76600,2030,PATRICIAN PAPER CO INC
76766,5399,PAYSAVER CATALOG SHOWROOMS
77004,9995,PELL INDUSTRIES INC
77101,2024,PENN DAIRIES  -CL A
77126,3490,PENN METAL FABRICATORS INC
77193,6153,PENNEY (J C) FUNDING CORP
77210,6552,PENNSTAR CO
77227,4911,PENNSYLVANIA ELECTRIC CO
77242,4932,PG ENERGY INC
77273,7948,PENNSYLVNIA NATL TURF  -CL A
77278,4911,PENNSYLVANIA POWER CO
77388,4924,PEOPLES GAS LIGHT & COKE CO
77445,6500,PEORIA & EASTERN RAILWAY CO
77509,8700,PERFECTION ENTERPRISES INC
77706,5990,PET BAZAAR INC
78041,7389,PHARMACARE INC
78100,4931,PECO ENERGY CO
78108,6500,PHILADELPHIA GERMANTOWN RR
78141,2111,PHILIP MORRIS INC
78311,5140,SOOUM CORP
78318,3861,GEVAERT NV
78375,3721,PIASECKI AIRCRAFT CORP
78465,6798,PIEDMONT REAL ESTATE INVT TR
78534,4924,PIKE NATURAL GAS CO
78701,6513,PIONEER CORP-ARKANSAS
78835,4011,PITTSBURGH & LAKE ERIE RR CO
79007,7200,PLANNING & SERVICE CORP
79025,3640,PLANTATION CORP
79067,3089,DURAWOOD INDUSTRIES INC
79090,3470,PLATRONICS INC
79274,7011,POCONO HOTELS CORP
79275,7948,POCONO INTL RACEWAY INC
79316,3670,PEC ELECTRONICS CORP
79383,3663,MCMARTIN INC
79412,2834,POLYDEX CHEMICALS CANADA LTD
79419,2673,INTER-POLYMER INDUSTRIES INC
79451,4220,CANARCHON HOLDINGS LTD
79553,2621,PORT HURON PAPER CO
79628,3990,POCCO INC
79731,4911,POTOMAC EDISON
79732,4911,POTOMAC ELECTRIC POWER CO
79829,3679,POWER DESIGNS INC
79839,4213,ESCO TRANSPORTATION CO
79973,3674,PRECISION MONOLITHICS INC
79974,3827,PRECISION OPTICS INC
79975,3841,PRECISION PLASTICS CORP
79976,3080,PRECISION POLYMERS INC
80054,3679,PREMIER MICROWAVE CORP
80323,6794,PRINCETON CHEMICAL RESH INC
80376,8200,RSK ENTERPRISES INC
80599,2320,PROFILE SPORTS CORP
80620,9995,ISLAND RESOURCES INC
80635,7374,PROGRAMS & ANALYSIS INC
80645,3443,PROGRESS INDUSTRIES INC
80812,4924,PROVIDENCE GAS CO
81018,4931,PUBLIC SERVICE CO OF COLO
81020,4911,DUKE ENERGY INDIANA INC
81023,4931,PUBLIC SERVICE CO OF NEW MEX
81027,4911,PUBLIC SERVICE CO OF OKLA
81033,4931,PUBLIC SERVICE ELEC & GAS CO
81061,5411,PUBLIX SUPER MARKETS INC
81100,4931,PUGET SOUND ENERGY INC
81258,2200,PUTNAM GELLMAN CORP
81400,7374,QUALITY DATA PROCESSING INC
81417,3812,QUANTA SYSTEMS CORP
81550,6512,QUINCY MINING CO
81804,3590,RAILWEIGHT INC
81807,7389,RAINBO PHOTO COLOR INC
81846,3559,UNIVERSAL DYNAMICS INC
81883,3540,RAM TOOL CORP
82012,4731,RANDY GROUP LTD
82172,3990,RVM INDUSTRIES INC
82214,7374,RAYDON TECHNOLOGY CORP  -OLD
82363,3272,REAL ESTATE EQUITIES CORP
82457,7011,REALTY INNS INC
82520,4950,RECLAMATION SYSTEMS INC
82656,3861,REDLAKE CORP
83053,6331,RELIANCE INSURANCE CO
83115,1600,REMSCO ASSOCIATES
83125,9995,FIRST MONTAUK FINANCIAL CORP
83264,3312,LTV STEEL CO INC
83350,1311,RESERVE PETROLEUM CO
83409,8742,RESOURCE MANAGEMENT CORP
83562,3081,REX PLASTICS INC
83680,3873,RHODES (MH) INC
84020,3510,RILEY STOKER CORP
84191,6799,QUANTA INDUSTRIES INC
84201,2750,RIVERSIDE PRESS INC
84223,6798,EASTPARK REALTY TRUST
84245,6532,RLC INVESTMENTS INC
84274,3330,ZCCM INVESTMENT HOLDINGS PLC
84441,1520,INPROJET CORP
84451,3679,ROBINS INDUSTRIES CORP
84527,3460,ROBROY INDUSTRIES INC  -CL A
84548,1220,ROCHESTER & PITTSBURGH COAL
84557,4931,ROCHESTER GAS & ELECTRC CORP
84613,4931,ROCKLAND ELECTRIC CO
85180,4512,ROSS AVIATION INC
85524,6500,ROYAL OPERATING CORP
85552,5084,ROYAL ZENITH CORP
86100,4911,SAFE HARBOR WATER PWR
86165,5331,SAGE INTERNATIONAL INC
86264,1311,CARBON ENERGY CORP
86291,4011,ST LOUIS SW RAILWAY CO
86521,4931,SAN DIEGO GAS & ELECTRIC CO
86774,4922,SANTA FE PIPELINE CO
87096,5961,SCANFAX SYSTEMS CORP
87147,3679,SCHAEVITZ ENGINEERING
87266,2221,HART HOLDINGS INC
87731,4213,SCHWERMAN TRUCKING CO
87784,3570,SCIENTIFIC CONTROL CORP
87836,7948,SCIOTO DOWNS INC
87888,1731,TELECOMM INDUSTRIES CORP
88128,4011,CSX TRANSPORTATION INC
88189,2080,SEAGRAM (JOSEPH E.) & SONS
88255,6153,SEARS ROEBUCK ACCEPTANCE CP
88729,2060,SEES CANDY SHOPS INC
88778,6799,SEILON INC
89078,1531,SERVAMERICA INC
89122,4220,SERVINATIONAL INC/OH
89177,1311,SEVEN J STOCK FARM INC
89190,2080,SEVEN UP CO-NEW
89216,6794,SEVERSKY ELECTRONATOM CORP
89620,1311,SHELDON PETROLEUM CO
89633,4610,SHELL PIPE LINE CORP
89746,2320,SHERIDANE DESIGNS LTD INC
90030,5812,ENREC CORP
90144,4931,SIERRA PACIFIC POWER CO
90209,7371,SIGMATICS
90218,6141,SIGNAL FINANCE CORP
90259,1311,SILCO INC
90366,6795,SILVER MOUNTAIN LEAD MINES
90479,7311,SIMERA CORP
90543,5200,SIMON STORES INC
90643,6799,SINCLAIR VENEZUELAN OIL CO
90656,3690,BICOASTAL CORP
90663,6153,SINGER CREDIT CORP
90933,3433,SLANT FIN CORP
91513,3540,SNYDER CORP
91621,4610,SOHIO PIPE LINE CO
91637,3430,SOLAR CONTROL CORP
91642,3430,SOLAR ENERGY RESEARCH CORP
91693,7200,COINMACH CORP
91735,3663,SONAR RADIO CORP
91755,3080,OZITE CORP/TX
91821,6500,SOSSIN SYSTEM INC
91882,4931,SOUTH CAROLINA ELEC & GAS CO
91899,4813,SOUTH CENTRAL BELL TELEPHONE
91950,5160,SOUTH STANDARD MINING CO
91955,1311,SOUTH STATES OIL & GAS CO
92039,4924,SOUTHEASTERN MICH GAS CO
92088,4813,BELLSOUTH TELECOMMUNICATIONS
92103,4911,SOUTHERN CALIFORNIA EDISON
92108,4924,SOUTHERN CALIFORNIA GAS CO
92116,4941,GOLDEN STATE WATER CO
92150,4911,SOUTHERN ELECTRIC GENERATING
92195,4931,SOUTHERN INDIANA GAS&ELECTR
92232,4923,SOUTHERN NATURAL GAS CO
92244,4813,SOUTHERN NEW ENG TELEPHONE
92259,4011,SOUTHERN PACIFIC TRANSN CO
92284,6794,SOUTHERN SCOTTISH INNS INC
92359,7948,SOUTHLAND RACING CORP
92476,4813,SOUTHWESTERN BELL TELEPHONE
92487,4911,SOUTHWESTERN ELECTRIC PWR CO
92548,3724,SOVEREIGN INDUSTRIES INC
92609,3600,SPACERAYS INC
92739,5140,SPECTEX INDUSTRIES INC
93003,3949,SPORTS ARENAS INC
93258,4941,STAMFORD WATER CO
93340,5065,STANDARD ELECTRONICS INC
93565,1000,STANROCK URANIUM MINES LTD
93918,1400,STEEP ROCK RESOURCES INC
94185,2060,STERLING SUGARS INC
94816,3050,STRATOFLEX INC
95061,3523,BURNLEY CORP
95111,8200,SMI USA INC
95133,2330,DECORP INC
95163,1600,SUKUT CONSTRUCTION INC
95275,6798,SUMMIT MORTGAGE INVESTORS
95284,7373,ELITE LOGISTICS INC
95302,2836,WORLDWIDE BIOTECH & PHARMA
95425,2020,SUNNYDALE FARMS INC
95474,1044,SUNSHINE CONSOLIDATED INC
95477,3541,SUNSHINE-FIFTY INC
95518,5331,SUPER STORES INC
95616,2200,SUPPLY RESOURCES INC
95875,2451,SWIFT INDUSTRIES INC
95898,7011,SWISS CHALET INC
95948,6799,SYMMAR INC
95983,5084,SYNERGETIC SCIENCES INC
95986,3690,SYNERGISTICS INC
96031,7373,SYSTEM DEVELOPMENT CORP
96207,6799,TAL-CAP INC
96221,6141,LEUCADIA INC
96271,4931,TAMPA ELECTRIC CO
96353,2670,TAPECON INC
96457,7200,TAX COMPUTER SYSTEMS INC
96551,1540,TAYLOR INTERNATIONAL CORP
96614,7389,TCR SERVICE INC
96654,3690,TEC TORCH CO INC
96664,3670,RENEWAL FUELS INC
96668,3690,TECH SERV INC
96680,3827,TECHNAMATION INC
96810,1600,TECHO CORP
96890,3661,TELTONE CORP
96903,4841,TCI COMMUNICATIONS INC
97142,5172,TENNESSEE GAS PIPELINE CO
97432,4923,TEXAS EASTERN TRANSMISSION
97437,4911,TEXAS ELECTRIC SERVICE CO
97521,3081,TEXAS PLASTICS INC
97523,4911,TEXAS POWER & LIGHT CO
97632,6794,PYRO TECHNOLOGY CORP
97770,3089,THERMOTECH INDUSTRIES INC
98389,1000,TINTIC MOUNTAIN MINING CORP
98451,1311,TITAN WELLS INC
98724,3060,TORGINOL INDUSTRIES INC
98755,3845,TORR LABORATORIES INC
98777,7389,TOTAL ENERGY LEASING CORP
98822,3540,TOWER INDUSTRIES INC
98827,6512,TOWER PROPERTIES CO
98840,6020,TOWN & COUNTRY FINANCIAL CP
99014,6159,TRAILMOBILE FINANCE CO
99095,2780,TRANS GRAPHICS INC
99133,2750,TRANS SERVICES CORP
99193,6153,TRANSAMERICA FINANCE CORP
99235,6798,TRANSCO REALTY TRUST
99249,9998,REGENCY AFFILIATES INC
99250,4922,TRANSCONTINENTAL GAS PIPE LN
99272,7377,TRANSDATA CORP
99323,4922,TRANSOK INC
99382,6500,TRANSWORLD INVESTMENT CORP
99386,8711,TRANSWORLD SERVICES INC
99608,3950,OCM LIQUIDATING CORP
99688,3250,TRIANGLE BRICK CO
99694,3411,TRIAN HOLDINGS INC
99717,6792,TRIBUNE OIL CORP
99791,5940,TRINITY TRADE CORP
99971,4922,TRUNKLINE GAS CO
100122,4911,TUCSON ELECTRIC POWER CO
100165,6153,TULSTAR FACTORS INC
100310,3730,MARK TWAIN MARINE INC
100373,4400,BRIX MARITIME CO
100548,4932,UGI UTILITIES INC
100625,3829,SIERRA MONITOR CORP
100654,3861,UNDERGROUND SURVEYS CORP
100714,8050,UNICARE SERVICES INC
100826,4911,UNION ELECTRIC CO
100858,4931,DUKE ENERGY KENTUCKY
100880,2911,UNION OIL CO OF CALIFORNIA
100923,5051,UNION TANK CAR CO
100940,6141,UNION TRUST INC
100986,2731,UNISYSTEMS INC
101001,4512,UNITED AIRLINES INC -OLD
101113,4950,SOUTHWARD VENTURES INC
101116,3714,UNITED COMPONENTS INC
101228,4922,UNITED GAS PIPELINE CO
101418,5961,UNITED OVERTON CORP
101461,5735,URT INDUSTRIES INC
101462,2911,UNITED REFINING CO
101473,5080,UNITED RESOURCES INC
101487,3823,UNITED SCIENTIFIC CORP
101693,3490,U S MAGNET & ALLOY CORP
101704,8200,TWL CORP
101838,4813,UNITED TELEPHONE CO-INDIANA
101839,4813,UNITED TELEPHONE CO-OHIO
101841,4813,UNITED TELEPHONE CO-PA
101937,4512,UNIVERSAL AIRLINES CO
101957,2842,UNIVERSAL CHEMICALS INC
102267,7011,UPTOWNER INNS INC
102446,6172,UT CREDIT CORP
102582,3569,VACCO INDUSTRIES
102604,0100,VAHLSING INC
102625,5412,VALDAK CORP
102642,3541,VALERON CORP
102678,5311,VALLEY FAIR CORP
102867,3714,VAN DER HOUT ASSOCIATES LTD
102906,2520,VANGUARD DIVERSIFIED INC
102989,3670,VARADYNE INDUSTRIES INC
103068,3555,VARISYSTEMS CORP
103298,4911,VERMONT YANKEE NUCLEAR POWER
103311,2750,VERNON CO
103348,3690,ALLISTER CORP
103681,7374,VIRGINIA DATA CENTER INC
104005,6510,WABASH RAILROAD CO
104365,2510,WALLACE LEISURE PRODUCTS INC
104791,3310,WASHBURN WIRE CO
104819,4924,WASHINGTON GAS LIGHT CO
104880,4924,WASHINGTON NATURAL GAS
105391,3679,WEINSCHEL ENGINEERING CO INC
105555,2200,WELLINGTON INDUSTRIES INC
105587,3443,WELLMAN INDUSTRIES INC
105839,4911,WEST PENN POWER CO
105860,4911,AEP TEXAS NORTH CO
105868,5082,WEST VIRGINIA ACCEPTANCE CO
105915,3490,WESTCALIND CORP
105934,1311,WESTCOAST PETROLEUM LTD
106049,3661,AT&T TECHNOLOGIES INC
106170,4911,WESTERN MASSACHUSETTS EL CO
106222,6792,WESTERN OIL SHALE CORP
106239,4941,PENNSYLVANIA-AMERICAN WTR CO
106250,3080,WESTERN PLASTICS CORP
106291,4813,WESTERN RESERVE TELEPHONE CO
106318,7011,WESTERN STANDARD CORP
106412,6159,WESTINGHOUSE CREDIT CORP
106423,6552,WESTLAND DEVELOPMENT
106484,3714,WESTRAN CORP
106508,2200,WESTWOOD INC
106569,2711,WHDH CORP
106617,4911,WHEELING POWER CO
107111,7990,WILDCAT MOUNTAIN CORP
107231,5051,WILLIAMS & CO INC
107409,5900,WILLNER INDUSTRIES
107576,2452,WINCHESTER CORP
107675,0100,HS GROUP INC
107782,7200,WINTHROP SCOTT CORP
107815,4931,WISCONSIN ELECTRIC POWER CO
107816,6141,WISCONSIN FINANCE CORP
107819,4924,WISCONSIN GAS CO
107830,4924,WISCONSIN NATURAL GAS CO
107832,4931,WISCONSIN POWER & LIGHT
107833,4931,WISCONSIN PUBLIC SERVICE CP
107844,4813,WISCONSIN BELL
107907,4731,WITS INC
107965,4832,WJDX INC
108202,4813,WOODBURY TELEPHONE CO
108260,4832,WOODS COMMUNICATION CORP
108475,1520,WORLDWIDE COMMERCE INC
108547,4512,WRIGHT AIR LINES INC
108710,8050,WYNDON CORP
108712,6792,WYNN INDUSTRIES INC
108765,6500,XACRON CORP
108770,8711,XEDAR CORP
108961,5070,YORK CORRUGATING CO
109083,3312,YOUNGSTOWN SHEET & TUBE CO
109242,2013,ZEMCO INDUSTRIES INC
109378,5311,ZIONS CO-OPERATIVE MERCANTIL
109401,2870,ZOECON CORP
109461,1700,ZWICKER ELECTRIC CO INC
110026,1531,SECURITIES OF AMERICA INC
110101,4924,NORTH SHORE GAS CO
110104,4924,NORTHERN ILLINOIS GAS
110558,4833,STARR BROADCASTING GROUP INC
110742,3523,TENNECO CORP
200074,5500,BILLUPS WESTERN PETROLEUM CO
200098,5140,BRIARCLIFF CANDY CORP
200155,4923,COLORADO INTERSTATE GAS CO
200190,4841,CYPRESS COMMUNICATIONS CORP
200369,6799,HOOKER AMERICAN INC
200411,4011,KANSAS CITY SO RAILWAY CO
200541,5960,MVC INDUSTRIES INC
201076,1600,AMERICAN ATLANTIC CO
201143,5141,ASSOCIATED WHOLESALERS INC
201229,3721,BELLANCA AIRCRAFT CORP
201301,1381,BRK PETROLEUM INC
201499,6141,COMMERCIAL CREDIT CO
201583,5812,CRAIG FOOD INDUSTRIES INC
201696,5122,DRUG GUILD DISTRIBUTORS
201763,3812,ENTRON INC
202067,2711,HARTFORD COURANT CO
202172,6035,LINCORP HOLDINGS INC
202197,8731,INTERTECHNOLOGY SOLAR CORP
202382,7011,LEES INNS OF AMERICA INC
202583,3490,TOMANET FINANCIAL CORP
202584,4911,SYSTEM ENERGY RESOURCES INC
202614,3672,RESOURCE INDUSTRIES INC
202930,2673,PRINTPACK INC
202932,5140,PRO-FAC COOPERATIVE INC
203097,3651,SANYO MANUFACTURING CORP
203209,6799,SISKON CORP
203268,6153,SPERRY FINANCIAL CORP
205287,3674,ELECTRONIC DEVICES INC
205402,5063,GRAYBAR ELECTRIC CO INC
205508,1311,KELDON OIL CO
205547,5099,LEISURE PRODUCTS INC
215042,6153,ALLSTATE FINANCIAL CORP
215352,7997,CANADA CREEK RANCH ASSN INC
215387,4813,CC & S SYSTEMS INC
215503,7990,CONCORDE GAMING CORP
215506,2800,CONKLIN CO INC
215668,9995,DIGITEK CORP
215884,6799,FKF INC
215994,2015,GOLD KIST INC
216070,2200,HARRIET & HENDERSON YARN INC
216117,5082,HIGHWAY EQUIPMENT CO
216160,2911,HUSKY OIL CO
216198,5990,INDIAPORTS INC
216209,6799,INSTANT TRANSACTION CORP-AM
216360,6519,LADD ENTERPRISES INC
216602,4011,MISSOURI KANS TEX RAILROAD
216663,5122,MUTUAL WHOLESALE DRUG CO
216820,5812,PASTA KING INC
216877,7000,PISMO COAST VILLAGE INC
216975,3490,REGO GROUP INC
217017,4813,ROCK HILL TELEPHONE CO
217356,6211,THOMSON MCKINNON INC
217440,6512,UTILITY VERIFICATION CORP
217577,2320,WORK WEAR CORP INC
225090,4813,BELL CANADA
225406,8741,UNITED FINL OPERATIONS INC
225418,3524,HAHN INC
225501,7370,MEDLINK INTERNATIONAL INC
225544,3714,KNUSAGA CORP
225602,6311,MASSACHUSETTS MUTUAL LIFE
225615,3510,MCDERMOTT INC
225759,9995,P.H.C. INC
225777,6726,PUTNAM HIGH YIELD TRUST
225854,9995,NORTH AMERICAN ENERGY/DE
225966,5141,UNITED GROCERS INC
226018,4822,WESTERN UNION TELEGRAPH CO
230014,7389,FOUR CORNERS FINANCIAL CORP
230211,4513,FEDERAL EXPRESS CORP
230481,6798,REALAMERICA INVESTMENT CORP
230624,1311,ESPERO ENERGY CORP
275341,1311,ENVIROTRONICS INC
275732,1040,METRO INTERNATIONAL INC
275927,1381,RATLIFF DRILLING CO
276478,4700,GENERAL AM TRANSPORTATION CP
276898,6512,WATERFRONT LIQUIDATION INC
276968,4610,BP PIPELINES INC
276999,2851,MOORE (BENJAMIN) & CO
277384,9995,ODYSSEY OIL CO
277471,1311,ELECTRONIC PUBG TECH
277587,2033,NATIONAL GRAPE CO-OPERATIVE
277638,0700,DAVEY TREE EXPERT CO
277684,2111,LORILLARD INC -OLD
277804,7011,CAMELBACK INN ASSOCIATES
278049,5190,HOLIDAY INDUSTRIES INC
310205,5140,KFC NATL PURCHASING COOP
310339,1220,SOUTHERN OHIO COAL CO
310673,6020,ANZ-AUSTRALIA & NEW ZEALD BK
310732,6020,BNP PARIBAS
310905,6141,POSTAL FINANCIAL CORP
311507,5045,COMPUTER DEVICES INC  -CL B
312070,6020,BARCLAYS BANK PLC
312257,5140,INNOVATIVE FOOD HOLDINGS
312835,3845,SOURCE SCIENTIFIC INC
313023,3533,OLYMPIC GAS & OIL INC
313142,6211,KOBER CORP
313337,6020,TRI CITY BANKSHARES CORP
313522,4512,BIG SKY TRANSPORTATION
313625,7370,IEXALT INC
314285,1311,MCCORMICK OIL & GAS CO
314423,5411,ROUNDY'S INC  -OLD
314661,6798,LA QUINTA PROPERTIES INC
314984,6311,THRIVENT FINL FOR LUTHERANS
316128,7990,OASIS RESORTS INTL INC
316369,6331,LIBERTY MUTUAL INSURANCE GRP
316516,6172,AMERICAN GUARANTY CORP
316537,6792,AVOCA INC
316567,2040,FCX INC
316618,7373,SECURE TECHNOLOGIES GROUP
316656,5084,NOVA VISTA INDUSTRIES INC
317187,4911,PPL ELECTRIC UTILITIES CORP
317477,3357,COMPOSITE TECHNOLOGY CORP
317781,6411,CGROWTH CAPITAL INC
317951,3661,PARLIAMENT HILL CORP
318011,2911,CANADIAN TURBO INC
318299,7370,SPARTA COMMERCIAL SERVICES I
318438,5172,AMOCO CANADA PETRO CO LTD
318716,3541,US AEROSPACE INC
319008,7373,STATMON TECHNOLOGIES CORP
319016,5047,FUSE MEDICAL INC
319124,2870,DIATECT INTERNATIONAL CORP
319157,6799,AMER FINANCL ENTERPRISES INC
319495,5812,GOLDEN CORRAL RESTAURANT
319671,1040,GLOBAL GOLD CORP
319770,1311,TERRITORIAL RESOURCES INC
320431,5141,UNIFIED GROCERS INC
320549,1040,FIAC INC
350176,3825,IVIE ELECTRONICS INC
350482,3841,RENAL DEVICES INC
350486,4832,SPECTRUM COMMUNICATION CP-CO
350929,5812,COLLINS FOODS INTERNATIONAL
351387,8082,TECHTRON INC
351481,5084,ECI INTERNATIONAL LTD
351936,6159,XEROX CREDIT CORP
352105,6172,PULLMAN LEASING CO
352319,4924,LOUISIANA GAS SERVICE CO
352684,1311,GREAT NORTHERN GAS CO
353524,6159,IBM CREDIT CORP
353569,2835,QUIDEL CORP
353793,6552,UTAH RESOURCES INTL INC
354053,5072,HANDY HARDWARE WHLSL  -CL A
354195,3911,CROWN JEWEL RESOURCES CORP
354867,1382,TRAKIT CORP
355069,4841,CONTINENTAL CBLVISION  -CL A
355590,7359,BGI INC
355611,0700,RACING CORP AMER
355649,5172,OKLAHOMA ENERGY CORP
356292,1311,NEXT GENERATION MGMT CORP
356590,3590,GLOBAL TECH INDS GROUP INC
356591,2836,NEUROLOGIX INC
356858,6020,FIRST BANKING CENTER INC
357010,5140,ALTERNATIVE DISTRIBUTORS CP
357017,4961,GRACE GEOTHERMAL CORP
357019,4700,GATX CAPITAL CORP
357049,7011,JENSON INTERNATIONAL INC
700815,5171,CAREPAY INC
700890,8093,CITA BIOMEDICAL INC
700978,6159,EKSPORTFINANS ASA
701153,6020,BAY AREA BANCSHARES
701304,4813,SYMPHONY TELECOM CORP
702700,6020,SARATOGA BANCORP
702983,2911,SHELL CANADA LTD  -CL A
703329,6020,FIRST FARMERS & MERCHANTS CP
703656,4922,VALERO NATURAL GAS CO
703699,6020,SOUTHERN MICH BANCORP INC
703904,6020,SOUTHERN BANCSHARES NC INC
704366,5090,WOD RETAIL SOLUTIONS
704384,2836,BIOVEST INTERNATIONAL INC
704870,1220,BLUE DIAMOND COAL CO
705003,7372,AMERICAN EDUCATION CORP
705025,6020,INTRUST FINANCIAL CORP
705106,1311,FP INDUSTRIES INC
706081,3679,ANGHEL LABORATORIES
706743,3845,DAROX CORP
706860,3640,WINDSOR HOLDING CORP
707369,7373,WIRE GRAPHICS INC/NY
708481,6141,WELLS FARGO FINANCIAL INC
708848,6020,FIRST CITIZENS BANCORP INC
709197,5735,PEACHES ENTERTAINMENT CORP
709255,6159,TEXTRON FINANCIAL CORP
710507,6020,FIRST BANKS INC
711205,5812,KETTLE RESTAURANTS
711477,6795,KIEWIT ROYALTY TRUST
711513,6172,BOEING CAPITAL CORP
712757,6799,CAMBRIDGE HOLDINGS LTD
713094,6020,HANOVER BANCORP INC
714712,6020,JUNIATA VALLEY FINANCIAL CP
715031,3669,HOME DIRECTOR INC
715142,8711,YELLOWSTONE ENVIRON SVCS
715788,7600,QUANTECH ELECTRONICS CORP
716453,7374,ADMINISTRATIVE SYSTEMS INC
716757,1700,TD INDUSTRIES INC
716786,1311,BT ENERGY CORP  -CL A
716944,4812,INFOPAGE INC
717228,9995,CHINA FOOD & BEVERAGE CO
717801,3080,ADVANCED ENERGY CONCEPTS INC
717818,1311,CRESCENT OIL & GAS CORP
718078,4512,REGENT AIR CORP
718413,6020,COMMUNITY BANCORP INC/VT
718418,6726,EQUITY INCOME FUND
718431,5047,STONE MEDICAL SUPPLY CORP
719264,6020,FIRST CITIZENS BANCSHRS INC
719308,3577,METAGRAPHIC SYSTEMS INC
719731,6020,HERITAGE BANKSHARES INC
719940,8051,MANOR HEALTHCARE CORP
719995,1311,CONSOLIDATED RESOURCES INC
720299,5940,ART EXPLOSION INC
720508,5150,RICELAND FOODS INC
720718,3231,TELEPHONE EXPRESS CORP
722010,4924,MINNEGASCO INC
722069,3714,LANCER INDUSTRIES INC  -CL B
722077,7830,AMC ENTERTAINMENT INC
722641,5045,ELECTROGRAPH SYSTEMS INC
723269,9995,IRONSTONE GROUP INC
723303,3577,RICOH CO LTD
723501,3825,INTERCOM SYSTEMS INC
723556,7372,SUMMA TECHNOLOGIES INC
